ID,Crawl Timestamp,Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role
259,2019-07-05 21:50:36 +0000,Nosql (couchdb/redis/bigtable/dynamodb), Not Disclosed by Recruiter, 4 - 6 Years,coding|database design|test cases|analytical|nosql|cassandra,Programming & Design, Bengaluru,"IT Software - DBA , Datawarehousing",IT-Software / Software Services,Software Developer
260,2019-07-04 17:27:06 +0000, Immidate Opening for Voice & Accent Trainer @ Vee Technologies," 3,00,000 - 5,00,000 PA. ",3 - 4 yrs, accent| auditing| soft skills| training needs| customer service| process compliance,Training,Bengaluru (Vasanth nagar) ,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Voice & Accent Trainer
261,2019-08-04 03:47:05 +0000, Walk- in | Hdfc Life | We are Hiring Freshers:5th till 20th Aug@ Delhi," 2,50,000 PA. ",0 - 2 yrs, Sales| Fresher| Marketing,Retail Sales,"Delhi NCR,Agra,Aligarh,Bareilly,Faridabad,Ghaziabad,Meerut,Moradabad,Muzaffarpur","Sales , Retail , Business Development",Insurance,Sales/Business Development Manager
262,2019-08-04 15:11:55 +0000, AIT Global India Private Limited is Looking For JAVA Developer., Not Disclosed by Recruiter ,2 - 5 yrs, Java EE| Hibernate| Core Java| Software Development| Spring Mvc| Multithreading| OOD| JDBC| Spring Boot| JSF,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
263,2019-07-06 00:38:49 +0000," Cloud Engineer Cloud Based IT MNC In Gurgaon , salary 7 - 8 LPA", Not Disclosed by Recruiter ,2 - 4 yrs, Virtualization| Cloud computing| Server architecture| Windows Troubleshooting| Customer satisfaction| Manager Technology| Deployment| Management,Programming & Design,Gurgaon,IT Software - System Programming,"Real Estate, Property",Technical Architect
264,2019-07-06 07:46:32 +0000, Relationship Manager - Bangalore, Not Disclosed by Recruiter ,2 - 4 yrs, business development| sales| sales marketing| marketing executive| sales executive| sales officer| sales manager| area sales manager| territory sales manager| territory manager| area manager| regional manager| regional sales manager| regional business manager,Retail Sales,Bengaluru,"Sales , Retail , Business Development","Education, Teaching, Training",Sales Executive/Officer
265,2019-07-06 07:40:51 +0000, Territory Sales Manager-Passive Networking-Mumbai/Bangalore/Hyderabad," 7,00,000 - 11,00,000 PA. ",3 - 8 yrs, Sales| Sale| Networking Sales| It Solution Sales| Structured Cabling| Passive Networking| Data Center| Cable Tray| cabling| Data Center Rack| data - centre rack| LAN| UTP Cables,Corporate Sales,"Bengaluru,Hyderabad,Mumbai","Sales , Retail , Business Development","Electricals, Switchgears",Sales/Business Development Manager
266,2019-08-06 07:56:03 +0000, Business Development Manager, Not Disclosed by Recruiter ,3 - 5 yrs, marketing executive| distributors| customer profiling| sales strategy| market research| Business Development| sales executive,Retail Sales,"Bengaluru,Mumbai,Delhi","Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
267,2019-07-06 08:36:22 +0000, Senior Manager-fundraising," 10,00,000 - 20,00,000 PA. ",12 - 18 yrs, fundraising| finance,Operations/Processes/Finance/Legal,Bengaluru,"Financial Services , Banking , Investments , Insurance","Medical, Healthcare, Hospitals",Finance/Budgeting Manager
268,2019-08-05 00:02:47 +0000, Bulk Hiring Travel Sales Consultants US /UK Shifts Call ASAP, incentives cab meal ,1 - 5 yrs, worldspan| travel sales consultants| galileo| amadeus| gds,Voice,"Delhi NCR,Gurgaon","ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
269,2019-07-06 22:47:00 +0000, UI Developer (Frontend Developer), Not Disclosed by Recruiter ,3 - 8 yrs, Front end| Email| PDF| MIN| UI| phone| Strategic HR| Doc| Consultancy| Recruitment,Programming & Design,Mumbai,"IT Software - Application Programming , Maintenance","Construction, Engineering, Cement, Metals",Software Developer
270,2019-08-06 06:07:25 +0000, Netsuite Technical Consultant, Not Disclosed by Recruiter ,3 - 5 yrs, CVS| ERP| Rest| middle east| Technical| Customization| E-commerce| CRM| Open| WHO,System Design/Implementation/ERP/CRM,Mumbai,"IT Software - ERP , CRM","IT-Software, Software Services",Outside Technical Consultant
271,2019-08-04 12:39:51 +0000,"Java Full Stack – Technical Lead, Senior Engineer", Not Disclosed by Recruiter, 6 - 11 Years,Java|Angular JS|Hibernate|Core Java|Technical Leader|Technical|Javascript|Spring|JQuery|JS framework,Programming & Design, Bengaluru,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Software Developer
272,2019-07-06 09:24:07 +0000, ADM - External Affairs &amp; CSR - Bangalore," 12,00,000 - 16,00,000 PA. ",8 - 13 yrs, senior management| ngo| key skills| Corporate Social Responsibility| Govt Liasioning| corporate pr| External Communications,CSR & Sustainability,Bengaluru,CSR & Sustainability,"Automobile, Auto Anciliary, Auto Components",CSR Manager
273,2019-08-04 03:43:39 +0000, Immediate Opening Asp.net MVC Developers For Mumbai (worli), Not Disclosed by Recruiter ,3 - 5 yrs, Asp.Net MVC| entity framework| API,Programming & Design,Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
274,2019-08-05 12:22:46 +0000, Home loan, Not Disclosed by Recruiter ,1 - 4 yrs, Loans| Direct Sales Associate| Policies| Bfsi| Finance| Sanction| WHO,Retail/Personal Banking,Kolkata,"Financial Services , Banking , Investments , Insurance","Recruitment, Staffing",Sales Officer
275,2019-07-07 02:30:15 +0000," Sr. Resident, General & Laparoscopic Surgery", Not Disclosed by Recruiter ,2 - 6 yrs, Monitoring| Senior Resident| RAM| DNB| Dmc,Medical Professional,Delhi,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Surgeon
276,2019-08-05 17:31:45 +0000, Angular Developer - Fulcrum Digital, Not Disclosed by Recruiter ,4 - 6 yrs, Angularjs| CSS| Responsive Web Design| Javascript| Bootstrap| HTML| JSON| JQuery| Web Development| Grunt,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
277,2019-08-05 19:59:23 +0000,," INR 4,75,000 - 9,75,000 PA. ",,networking|Network|Lead|Network|Lead|Network|Network|Lead|Network|networking|Lead|Leading|Network|Lead|Network|Lead|Network|Leading|Lead|Network|Network|Lead|Network|Lead|lead|Lead|Network|Network|Lead|Network|Network|Network|Lead|Networking|Lead|Lead|Network|Lead|Networking|Lead|Lead|Network|Network|Lead|Network|Networking|Lead|Lead|Lead|Lead|Network|Network|Lead,,,,,
278,2019-08-04 22:01:37 +0000, Devops Engineer - Tools & Automation, Not Disclosed by Recruiter ,5 - 8 yrs, python| open source| database| Automation| java| linux| perl| Monitoring| nosql,Programming & Design,Navi Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
279,2019-08-04 09:27:23 +0000, Great Opportunity To join top MNCs in Kolkata! Grab them While it last," 1,50,000 - 3,00,000 PA. ",0 - 3 yrs, PR| international bpo| chat process| Aviation| back office| web chat| Guest Relations| Public Speaking| bcom| fresher| inbound process| outbound| uk process| icse| communication skills| cbse,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
280,2019-08-06 05:11:00 +0000, QA Functional Testing, Not Disclosed by Recruiter ,3 - 6 yrs, QA| Functional testing,Programming & Design,Bengaluru,IT Software - QA & Testing,"IT-Software, Software Services",Testing Engineer
281,2019-08-06 03:50:45 +0000, Sales Engineer," 60,000 - 3,00,000 PA. ",2 - 7 yrs, Sales Engineering,Retail Sales,Bengaluru,"Sales , Retail , Business Development","Automobile, Auto Anciliary, Auto Components",Sales/Business Development Manager
282,2019-08-05 06:06:31 +0000,Software Engineer - Unity Developer,Openings: 1, 3 - 8 Years,Design Development|Software Engineering|Lighting|Computer Science|Product Quality|Automation Testing|Asset Management|GUI|Object Oriented Programming|Android,Programming & Design,Bengaluru,IT Software - Mobile,Telecom / ISP,Software Developer
283,2019-08-05 14:23:05 +0000, Associate Level 1 - Fund Accounting, Not Disclosed by Recruiter ,1 - 5 yrs, NAV calculation| Fund accounting| Automation| Corporate actions| Accounting| Process improvement| Analytical| Reconciliation| Standard operating procedures| Subject Matter Expert,Accounts,Chennai,"Accounts , Finance , Tax , Company Secretary , Audit","Banking, Financial Services, Broking",Accounts Executive/Accountant
284,2019-08-05 11:49:40 +0000, Associate Principal Analyst - Network Security Research, Not Disclosed by Recruiter ,3 - 7 yrs, Networking| Secondary research| Recruitment| Analyst| Network security| Research| IPS| Advisory| Firewall,System Design/Implementation/ERP/CRM,Gurgaon,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Business Analyst
285,2019-08-05 11:47:37 +0000, Training Specialist, Not Disclosed by Recruiter ,4 - 8 yrs, Team Management| Training Need Analysis| sales training| Retail Sales| MS Office| Product Training| Training| Team Building| Skill Development| Retail Marketing| trainer| Regional Management| Competency Mapping| Training Delivery,,Gurgaon,Other,"Telcom, ISP",Other
286,2019-08-06 00:19:24 +0000, Urgent Opening For Field Recruiter ," 1,00,000 - 1,50,000 PA. ",1 - 6 yrs, hiring| HRIS| procurement| HR| sourcing| Recruitment| staffing,HR/ Recruitment / IR,Delhi NCR,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive
287,2019-07-05 01:16:25 +0000, JAVA Developer, Not Disclosed by Recruiter ,4 - 7 yrs, Computer science| Continuous improvement,Programming & Design,Kolkata,"IT Software - Application Programming , Maintenance","Internet, Ecommerce",Software Developer
288,2019-08-05 03:59:29 +0000, Urgent Openings For Pharma Freshers," 2,25,000 - 7,00,000 PA. ",0 - 3 yrs, pharmaceutical| medical| Pharma| medical billing| healthcare,Medical Professional,Pune,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Pharma, Biotech, Clinical Research",Medical Representative
289,2019-07-05 21:55:26 +0000, Front End Developer - Wordpress/html/css/javascript, Not Disclosed by Recruiter ,3 - 5 yrs, CSS| Wordpress| MySQL| Javascript| PHP| HTML| JQuery| SEO| Ajax| Hosting,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
290,2019-08-04 03:26:49 +0000,Mechanical Maintenance – Btech / Diploma," INR 1,25,000 - 2,50,000 PA.", 0 - 2 Years,mechanical operation|preventive maintenance|mechanical|engineeringbreak down maintenance|mechanical maintenance,"Suguna Group was founded in the year 1984 with the inception of Suguna Foods in poultry sector by first generation entrepreneurs. Suguna is a USD 1.3 billion (INR 9,000 cr) group and leader in Indian protein food/animal farming industry. With an employee footprint of more than 8500, the group is in to poultry, dairy, processed protein food, animal nutrition, healthcare & biologicals. Group companies are Suguna Foods, Suguna Dairy, Globion, Aminovit Srilanka, Suguna Bangladesh and Kenya. Suguna Foods is the largest poultry enterprise in India and it ranks among the top 10 worldwide. The fully integrated operations cover broiler and layer farming, hatcheries, feed mills, processing plants, vaccines and exports. Suguna markets live broiler chicken, value added eggs, ready-to-eat and ready-to-cook chicken products. With the intent to provide consumers with fresh, clean and hygienic packed chicken, Suguna has set up a chain of modern retail outlets in the name of Ã¢â‚¬ËœDaily FresshÃ¢â‚¬â„¢. Suguna Foods pioneered contract farming in poultry industry, and now has presence in 21 states in India. Suguna as a brand is known for its quality products which has been well accepted by the consumers. Suguna Group always believes in energising rural India and providing nutritional security to India and is proud to associate with the mission of improving livelihood of 38,000 farmers", Hyderabad,Other,FMCG / Foods / Beverage,"Suguna Group was founded in the year 1984 with the inception of Suguna Foods in poultry sector by first generation entrepreneurs. Suguna is a USD 1.3 billion (INR 9,000 cr) group and leader in Indian protein food/animal farming industry. With an employee footprint of more than 8500, the group is in to poultry, dairy, processed protein food, animal nutrition, healthcare & biologicals. Group companies are Suguna Foods, Suguna Dairy, Globion, Aminovit Srilanka, Suguna Bangladesh and Kenya. Suguna Foods is the largest poultry enterprise in India and it ranks among the top 10 worldwide. The fully integrated operations cover broiler and layer farming, hatcheries, feed mills, processing plants, vaccines and exports. Suguna markets live broiler chicken, value added eggs, ready-to-eat and ready-to-cook chicken products. With the intent to provide consumers with fresh, clean and hygienic packed chicken, Suguna has set up a chain of modern retail outlets in the name of Ã¢â‚¬ËœDaily FresshÃ¢â‚¬â„¢. Suguna Foods pioneered contract farming in poultry industry, and now has presence in 21 states in India. Suguna as a brand is known for its quality products which has been well accepted by the consumers. Suguna Group always believes in energising rural India and providing nutritional security to India and is proud to associate with the mission of improving livelihood of 38,000 farmers"
291,2019-07-05 12:14:46 +0000, PHP Developer, Not Disclosed by Recruiter ,2 - 6 yrs, javascript| html| ajax| jquery| php mysql| smarty| api| analytical| third party| software development life cycle,Programming & Design,Noida,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
292,2019-07-04 02:59:49 +0000,Sr.consultant-power Distribution,Not Disclosed by Recruiter, 4 - 7 Years,Renewable energy|Power distribution|Power sector|Banking|Electricals,Voice,Gurgaon,"ITES , BPO , KPO , LPO , Customer Service , Operations",Accounting / Finance,Associate/Senior Associate -(NonTechnical)
293,2019-07-06 00:54:17 +0000," Chinese, Spanish Language Expert (proofcheck Medical Content),", Not Disclosed by Recruiter ,2 - 7 yrs, spanish language expert| chinese| spanish| medical,Journalist/Writer,"Delhi NCR,Bengaluru","Journalism , Editing , Content","Medical, Healthcare, Hospitals",Proof Reader
294,2019-08-04 13:45:48 +0000, Hiring for Tech Sales_Inbound UK/ US Voice Process, Not Disclosed by Recruiter ,1 - 5 yrs, Sales Associate| support| Voice process| Issue| Senior| Technical| Inbound calls| Bonus| US shift| Software,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
